matrixName,Edge Cut,cut size,cut cost,imbalance
DIMACS10/delaunay_n12.mtx,0.006000 s,139,139.000000,0.000000
DIMACS10/preferentialAttachment.mtx,0.336000 s,148509,148509.000000,0.000000
DIMACS10/cs4.mtx,0.027000 s,687,687.000000,0.000022
DIMACS10/vsp_mod2_pgp2_slptsk.mtx,0.230000 s,46953,46953.000000,0.000000
DIMACS10/vsp_c-60_data_cti_cs4.mtx,0.090000 s,6517,6517.000000,0.000000
DIMACS10/wing.mtx,0.057000 s,934,934.000000,0.000000
DIMACS10/vsp_data_and_seymourl.mtx,0.026000 s,7847,7847.000000,0.000055
DIMACS10/wing_nodal.mtx,0.016000 s,1802,1802.000000,0.000046
DIMACS10/kron_g500-logn16.mtx,0.569000 s,73990,73990.000000,0.000000
DIMACS10/coPapersDBLP.mtx,1.840000 s,600112,600112.000000,0.000000
DIMACS10/fe_tooth.mtx,0.063000 s,4516,4516.000000,0.000000
DIMACS10/channel-500x100x100-b050.mtx,3.470000 s,60858,60858.000000,0.000000
DIMACS10/144.mtx,0.174000 s,6869,6869.000000,0.000003
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd.mtx,0.155000 s,43611,43611.000000,0.000000
DIMACS10/delaunay_n11.mtx,0.002000 s,88,88.000000,0.000000
DIMACS10/delaunay_n17.mtx,0.077000 s,962,962.000000,0.000000
DIMACS10/venturiLevel3.mtx,1.991000 s,877,877.000000,0.000000
DIMACS10/caidaRouterLevel.mtx,0.358000 s,19616,19616.000000,0.000000
DIMACS10/delaunay_n21.mtx,1.488000 s,3421,3421.000000,0.000000
DIMACS10/data.mtx,0.004000 s,222,222.000000,0.000175
DIMACS10/m14b.mtx,0.285000 s,6827,6827.000000,0.000002
DIMACS10/fe_body.mtx,0.028000 s,405,405.000000,0.000011
DIMACS10/vsp_msc10848_300sep_100in_1Kout.mtx,0.095000 s,738,738.000000,0.000000
DIMACS10/chesapeake.mtx,0.001000 s,46,46.000000,0.012821
DIMACS10/delaunay_n14.mtx,0.017000 s,260,260.000000,0.000000
DIMACS10/vsp_model1_crew1_cr42_south31.mtx,0.091000 s,25379,25379.000000,0.000011
DIMACS10/delaunay_n13.mtx,0.006000 s,207,207.000000,0.000000
DIMACS10/road_central.mtx,13.171000 s,414,414.000000,0.000000
DIMACS10/vsp_sctap1-2b_and_seymourl.mtx,0.093000 s,16956,16956.000000,0.000000
DIMACS10/delaunay_n16.mtx,0.039000 s,559,559.000000,0.000000
DIMACS10/coPapersCiteseer.mtx,1.405000 s,268601,268601.000000,0.000000
