matrixName;Edge Cut;cut size;cut cost;imbalance
FreeFieldTechnologies/mono_500Hz.mtx;0.540000 s;25000;27420.000000;0.000000
DIMACS10/fe_sphere.mtx;0.018000 s;448;448.000000;0.000000
DIMACS10/delaunay_n19.mtx;0.691000 s;1535;1535.000000;0.000000
DIMACS10/delaunay_n23.mtx;11.136000 s;8591;8591.000000;0.000000
DIMACS10/kron_g500-logn17.mtx;2.706000 s;112627;119435.000000;0.000000
DIMACS10/598a.mtx;0.259000 s;2459;2459.000000;0.000005
DIMACS10/fe_rotor.mtx;0.214000 s;2200;2200.000000;0.000005
DIMACS10/coAuthorsDBLP.mtx;0.801000 s;48290;50533.000000;0.000002
DIMACS10/vsp_bump2_e18_aa01_model1_crew1.mtx;0.238000 s;42285;42323.000000;0.000000
DIMACS10/delaunay_n10.mtx;0.003000 s;73;73.000000;0.000000
DIMACS10/kron_g500-logn19.mtx;18.275000 s;293043;325610.000000;0.000000
DIMACS10/delaunay_n22.mtx;5.025000 s;6445;6445.000000;0.000000
DIMACS10/fe_ocean.mtx;0.211000 s;1759;1759.000000;0.000003
DIMACS10/vsp_p0291_seymourl_iiasa.mtx;0.032000 s;6934;6934.000000;0.000000
DIMACS10/coAuthorsCiteseer.mtx;0.417000 s;24431;26612.000000;0.000000
DIMACS10/vsp_barth5_1Ksep_50in_5Kout.mtx;0.055000 s;4940;4940.000000;0.000000
DIMACS10/G_n_pin_pout.mtx;0.544000 s;120995;120995.000000;0.000000
DIMACS10/smallworld.mtx;0.342000 s;59141;59141.000000;0.000000
DIMACS10/cti.mtx;0.028000 s;366;366.000000;0.000000
DIMACS10/vsp_bcsstk30_500sep_10in_1Kout.mtx;0.156000 s;2762;17602.000000;0.000086
DIMACS10/fe_4elt2.mtx;0.017000 s;132;132.000000;0.000045
DIMACS10/vsp_c-30_data_data.mtx;0.022000 s;1704;1743.000000;0.000045
DIMACS10/t60k.mtx;0.062000 s;106;106.000000;0.000008
DIMACS10/delaunay_n12.mtx;0.006000 s;133;133.000000;0.000000
